,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하,지역
2110,서울 서대문구 00동,238.78, 36 개,  개,00 대,3600 만원,450,0,20000,-선택사항- ,-선택사항-     ,3600,20000,36,450,0,39,20000,450,120,2.2,2.7,4.0,14316,14316,14316,1333,1193,982,9156,7476,4944,763,623,412,45,37,24,서대문구
2111,서울 송파구 00동,210, 23 개,  개,00 대,3000 만원,450,0,2억1천,-선택사항- ,-선택사항-     ,3000,21000,23,450,0,42,21000,450,76,4.5,5.9,11.7,9852,9852,9852,917,821,676,4692,3540,1800,391,295,150,22,16,8,송파구
2112,서울 송파구 00동,80평 ,  개,  개,00 대,2000 만원,295,0,1억,-선택사항- ,-선택사항-     ,2000,10000,0,295,0,42,10000,295,100,1.0,1.2,1.7,12852,12852,12852,1197,1071,882,9624,8112,5844,802,676,487,96,81,58,송파구
2113,서울 강동구 00동,. , 35 개,  개,00 대,8000 만원, . ,0,2억2천,-선택사항- ,-선택사항-     ,8000,22000,35,0,0,38,22000,0,116,1.6,1.8,2.3,13560,13560,13560,1263,1130,930,13764,12168,9768,1147,1014,814,62,55,44,강동구
2114,서울 강동구 00동,. , 28 개,  개,00 대,.. 만원,270,0,1억6천,-선택사항- ,-선택사항-     ,0,16000,28,270,0,38,16000,270,93,2.1,2.5,3.5,10848,10848,10848,1010,904,744,7764,6492,4572,647,541,381,48,40,28,강동구
2115,서울 서초구 00동,. , 34 개,  개,00 대,5000 만원,390, . ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,34,390,0,45,27000,390,113,2.4,2.8,4.0,15600,15600,15600,1453,1300,1071,11400,9564,6816,950,797,568,42,35,25,서초구
2116,서울 서초구 00동,. , 40 개, 24 개,00 대,6000 만원,540, . ,2억,-선택사항- ,-선택사항-     ,6000,20000,40,540,0,45,20000,540,133,1.6,1.9,2.8,18360,18360,18360,1710,1530,1260,12444,10284,7044,1037,857,587,62,51,35,서초구
2117,서울 송파구 00동,. , 37 개,  개,00 대,6000 만원,400, . ,2억,-선택사항- ,-선택사항-     ,6000,20000,37,400,0,42,20000,400,123,1.7,2.1,3.0,15840,15840,15840,1476,1320,1087,11436,9564,6768,953,797,564,57,47,33,송파구
2118,서울 송파구 00동,. , . 개,  개,00 대,6000 만원,350, . ,2억1000,-선택사항- ,-선택사항-     ,6000,21000,0,350,0,42,21000,350,100,2.3,2.8,4.1,12852,12852,12852,1197,1071,882,8964,7452,5184,747,621,432,42,35,24,송파구
2119,서울 강남구 00동,. ,  개,  개,00 대,6000 만원,460, . ,2억1000만,-선택사항- ,-선택사항-     ,6000,21000,0,460,0,48,21000,460,100,2.2,2.6,3.9,14688,14688,14688,1368,1224,1007,9696,7968,5364,808,664,447,46,37,25,강남구
2120,서울 마포구 00동,. , 50 개, 33 개,1 대,1억5천 만원, . , . ,2억2천,-선택사항- ,-선택사항-     ,15000,22000,50,0,0,40,22000,0,166,1.1,1.2,1.5,20400,20400,20400,1900,1700,1400,20808,18408,14808,1734,1534,1234,94,83,67,마포구
2121,서울 관악구 00,302.95, 37 개, 10 개,00 대,8000 만원,363,0,1억7천,-선택사항- ,-선택사항-     ,8000,17000,37,363,0,33,17000,363,123,2.1,2.6,3.8,12444,12444,12444,1159,1037,854,8076,6612,4416,673,551,368,47,38,25,관악구
2122,서울 관악구 00동,299, 47 개,  개,00 대,3500 만원,350,0,1억6500,-선택사항- ,-선택사항-     ,3500,16500,47,350,0,33,16500,350,156,1.4,1.7,2.4,15816,15816,15816,1473,1318,1085,11604,9744,6948,967,812,579,70,59,42,관악구
2123,서울 동작구 00동,323, 38 개,  개,00 대,5천 만원,460,0,2억7천,-선택사항- ,-선택사항-     ,5000,27000,38,460,0,38,27000,460,126,2.9,3.5,5.3,14724,14724,14724,1371,1227,1010,9420,7692,5088,785,641,424,34,28,18,동작구
2124,서울 동작구 00동,312, 35 개,  개,00 대,6천 만원,520,0,2억5천,-선택사항- ,-선택사항-     ,6000,25000,35,520,0,38,25000,520,116,3.3,4.2,7.1,13560,13560,13560,1263,1130,930,7524,5928,3528,627,494,294,30,23,14,동작구
2125,서울 동작구 00동,217, 33 개,  개,00 대, 만원,200,0,6천,-선택사항- ,-선택사항-     ,0,6000,33,200,0,38,6000,200,110,0.6,0.7,0.9,12780,12780,12780,1191,1065,877,10572,9060,6804,881,755,567,176,151,113,동작구
2126,서울 중구 을지로,. ,  개,  개,00 대,350 만원,350,0,13000,-선택사항- ,-선택사항-     ,350,13000,0,350,0,41,13000,350,100,1.5,1.8,2.6,12540,12540,12540,1168,1045,861,8616,7140,4932,718,595,411,66,54,37,중구
2127,서울 강북구 00,330, 40 개, 3 개,1 대,2500 만원,150,0,6천,-선택사항- ,-선택사항-     ,2500,6000,40,150,0,35,6000,150,133,0.5,0.6,0.7,14280,14280,14280,1330,1190,979,12564,10884,8352,1047,907,696,209,181,139,강북구
2128,서울 동작구 00,365.04, 39 개, 30 개,1 대,6000 만원,500,0,2억2천,-선택사항- ,-선택사항-     ,6000,22000,39,500,0,38,22000,500,130,2.4,2.9,4.5,15108,15108,15108,1407,1259,1037,9324,7548,4884,777,629,407,42,34,22,동작구
2129,서울 동작구 00,264.77, 30 개, 30 개,1 대,4000 만원,330,0,3억,-선택사항- ,-선택사항-     ,4000,30000,30,330,0,38,30000,330,100,3.8,4.6,6.8,11628,11628,11628,1083,969,798,7836,6468,4416,653,539,368,26,21,14,동작구
2130,서울 관악구 00,288.93, 50 개, 4 개,1 대,4000 만원,340,40,1억1천,-선택사항- ,-선택사항-     ,4000,11000,50,340,40,33,11000,380,166,0.9,1.1,1.5,16824,16824,16824,1567,1402,1155,12252,10272,7308,1021,856,609,111,93,66,관악구
2131,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23,중구
2132,서울 강남구 00동,약150평 ,  개,  개,00 대,7000 만원,770,0,37000,-선택사항- ,-선택사항-     ,7000,37000,0,770,0,48,37000,770,100,6.2,8.7,22.5,14688,14688,14688,1368,1224,1007,5976,4248,1644,498,354,137,16,11,4,강남구
2133,서울 송파구 00동,198,  개,  개,00 대,7000 만원,360,0,9500,-선택사항- ,-선택사항-     ,7000,9500,0,360,0,42,9500,360,100,1.1,1.3,1.9,12852,12852,12852,1197,1071,882,8844,7332,5064,737,611,422,93,77,53,송파구
2134,서울 금천구 00동,137.86, 36 개, 36 개,00 대,4000 만원,423, 문의 ,39000,-선택사항- ,-선택사항-     ,4000,39000,36,423,0,38,39000,423,120,4.3,5.3,7.9,13944,13944,13944,1299,1162,957,9072,7428,4968,756,619,414,23,19,12,금천구
2135,서울 영등포구 대림동,310, 34 개, 28 개,00 대,6000 만원,360,0,1억6천,2호선 대림역,-선택사항-     ,6000,16000,34,360,0,38,16000,360,113,1.8,2.1,3.1,13176,13176,13176,1227,1098,904,9048,7500,5172,754,625,431,56,46,32,영등포구
2136,서울 종로구 종로2가,330, 33 개, 33 개,1 대,6000 만원,360,36,3억2천,1호선 종각역,-선택사항-     ,6000,32000,33,360,36,42,32000,396,110,3.3,4.0,5.7,14136,14136,14136,1316,1178,970,9720,8064,5568,810,672,464,30,25,17,종로구
2137,서울 동작구 상도역,390, 34 개, 34 개,1 대,5천 만원,270,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,34,270,30,38,27000,300,113,2.8,3.3,4.6,13176,13176,13176,1227,1098,904,9768,8220,5892,814,685,491,36,30,21,동작구
2138,서울 동작구 00동,140,  개,  개,00 대,9000 만원,500,0,35000,-선택사항- ,-선택사항-     ,9000,35000,0,500,0,38,35000,500,100,6.0,7.9,14.7,11628,11628,11628,1083,969,798,5796,4428,2376,483,369,198,16,12,6,동작구
2139,서울 종로구 00동,490, 50 개,  개,00 대, 만원,650,30,3억3천,-선택사항- ,-선택사항-     ,0,33000,50,650,30,42,33000,680,166,2.4,2.9,4.4,21420,21420,21420,1995,1785,1470,13788,11268,7488,1149,939,624,41,34,22,종로구
2140,서울 강동구 길동,240.3, 28 개, 17 개,X 대,3천 만원,264, 없음 ,1억7천,-선택사항- ,-선택사항-     ,3000,17000,28,264,0,38,17000,264,93,2.2,2.6,3.7,10848,10848,10848,1010,904,744,7836,6564,4644,653,547,387,46,38,27,강동구
2141,서울 송파구 방이동,531.96, 43 개, 43 개,00 대,8000 만원,930,0,5억,-선택사항- ,-선택사항-     ,8000,50000,43,930,0,42,50000,930,143,6.5,9.0,21.8,18420,18420,18420,1715,1535,1264,7704,5544,2292,642,462,191,15,11,4,송파구
2142,서울 노원구 00동,397.11, 67 개, 3 개,3 대,7000 만원,450, 없음 ,12000,-선택사항- ,-선택사항-     ,7000,12000,67,450,0,36,12000,450,223,0.6,0.7,1.0,24600,24600,24600,2291,2050,1688,19416,16524,12180,1618,1377,1015,161,137,101,노원구
2143,서울 강동구 명일동,399.58, 31 개, 31 개,00 대,1억 만원,830,0,2억,-선택사항- ,-선택사항-     ,10000,20000,31,830,0,38,20000,830,103,9.0,24.5,-15.3,12012,12012,12012,1119,1001,824,2232,816,-1308,186,68,-109,11,4,-6,강동구
2144,서울 동작구 00동,381.76, 54 개, 29 개,없음 대,9000 만원,515, 없음 ,36000,-선택사항- ,-선택사항-     ,9000,36000,54,515,0,38,36000,515,180,2.4,2.9,4.0,20928,20928,20928,1949,1744,1436,15048,12588,8892,1254,1049,741,41,34,24,동작구
2145,서울 동대문구 00동,340, 38 개, 38 개,00 대,5000 만원,500,0,3억2천만,1호선 회기역,-선택사항-     ,5000,32000,38,500,0,37,32000,500,126,3.8,4.7,7.4,14340,14340,14340,1335,1195,984,8508,6828,4296,709,569,358,26,21,13,동대문구
2146,서울 영등포구 00동,268.8, 31 개, 24 개,없음 대,4000 만원,280,35,22000,-선택사항- ,-선택사항-     ,4000,22000,31,280,35,38,22000,315,103,2.6,3.1,4.5,12012,12012,12012,1119,1001,824,8412,6996,4872,701,583,406,38,31,22,영등포구
2147,서울 관악구 00동,308.1, 상담 개,  개,00 대,6000 만원,430,0,22000,-선택사항- ,-선택사항-     ,6000,22000,0,430,0,33,22000,430,100,4.5,5.9,11.2,10092,10092,10092,940,841,693,4920,3732,1956,410,311,163,22,16,8,관악구
2148,서울 송파구 00동,180, 25 개, 2 개,없음 대,3000 만원,204, 없음 ,6000,-선택사항- ,-선택사항-     ,3000,6000,25,204,0,42,6000,204,83,0.7,0.8,1.1,10704,10704,10704,997,892,735,8520,7260,5376,710,605,448,142,121,89,송파구
2149,서울 서초구 00동,331.38, 35 개, 35 개,없음 대,6000 만원,630, 없음 ,38000,-선택사항- ,-선택사항-     ,6000,38000,35,630,0,45,38000,630,116,4.2,5.3,8.9,16056,16056,16056,1496,1338,1102,9000,7104,4272,750,592,356,23,18,11,서초구
2150,서울 광진구 중곡동,247.84, 41 개, 4 개,00 대,4000 만원,250,0,2억4천,-선택사항- ,-선택사항-     ,4000,24000,41,250,0,39,24000,250,136,1.8,2.1,2.7,16308,16308,16308,1519,1359,1119,13596,11676,8796,1133,973,733,56,48,36,광진구
2151,서울 강동구 성내동,422.18, 54 개, 17 개,4 대,8000 만원,500,0,1억9천,-선택사항- ,-선택사항-     ,8000,19000,54,500,0,38,19000,500,180,1.2,1.5,2.1,20928,20928,20928,1949,1744,1436,15228,12768,9072,1269,1064,756,80,67,47,강동구
2152,서울 서대문구 00동,120, 42 개,  개,00 대,5000 만원,450,0,28000,-선택사항- ,-선택사항-     ,5000,28000,42,450,0,39,28000,450,140,2.4,2.9,4.2,16704,16704,16704,1556,1392,1146,11592,9624,6672,966,802,556,41,34,23,서대문구
2153,서울 강남구 00동,100, 33 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0,48,24000,600,110,2.5,3.1,5.0,16152,16152,16152,1504,1346,1108,9528,7632,4776,794,636,398,39,31,19,강남구
2154,서울 동작구 00동,330, 32 개, 32 개,00 대,4천 만원,290,0,2억8천,-선택사항- ,-선택사항-     ,4000,28000,32,290,0,38,28000,290,106,3.1,3.7,5.1,12396,12396,12396,1155,1033,851,9108,7644,5460,759,637,455,32,27,19,동작구
2155,서울 구로구 00동,350, 36 개, 36 개,00 대,4천 만원,390,30,3억9천,-선택사항- ,-선택사항-     ,4000,39000,36,390,30,36,39000,420,120,4.7,5.8,8.9,13212,13212,13212,1231,1101,907,8292,6732,4404,691,561,367,21,17,11,구로구
2156,서울 구로구 00동,320, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,36,26000,300,96,3.6,4.4,6.5,10644,10644,10644,991,887,730,7140,5892,4008,595,491,334,27,22,15,구로구
2157,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11,동작구
2158,서울 영등포구 00동,315, 40 개, 20 개,00 대,5천 만원,370,30,1억5천,-선택사항- ,-선택사항-     ,5000,15000,40,370,30,38,15000,400,133,1.4,1.6,2.4,15504,15504,15504,1444,1292,1064,10932,9108,6372,911,759,531,72,60,42,영등포구
2159,서울 강서구 00동,160ㅇ평 , 50 개, 50 개,노 대,2억 만원,1000, 노 ,2억,5호선 개화산역,-선택사항-     ,20000,20000,50,1000,0,34,20000,1000,166,3.7,6.0,69.4,17340,17340,17340,1615,1445,1190,5388,3348,288,449,279,24,26,16,1,강서구
2160,서울 동대문구 00동,추천 ,  개,  개,00 대,7000 만원,410,0,2억8000,-선택사항- ,-선택사항-     ,7000,28000,0,410,0,37,28000,410,100,4.3,5.4,8.7,11316,11316,11316,1054,943,777,6528,5196,3204,544,433,267,23,18,11,동대문구
2161,서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,19500,-선택사항- ,-선택사항-     ,4000,19500,36,450,0,33,19500,450,120,2.9,3.7,6.2,12108,12108,12108,1128,1009,831,6696,5268,3132,558,439,261,34,27,16,관악구
2162,서울 성동구 한양대,430, 40 개, 40 개,1 대,4천 만원,470,66,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,470,66,38,34000,536,133,3.7,4.5,7.2,15504,15504,15504,1444,1292,1064,9300,7476,4740,775,623,395,27,21,13,성동구
2163,서울 구로구 구로동,440, 42 개, 42 개,1 대,5천 만원,520,30,합3억2천,-선택사항- ,-선택사항-     ,5000,32000,42,520,30,36,32000,550,140,3.6,4.5,7.2,15420,15420,15420,1436,1285,1058,8952,7140,4416,746,595,368,27,22,13,구로구
2164,서울 구로구 구로동,240, 20 개, 20 개,1 대,2천 만원,160,20,합7천,-선택사항- ,-선택사항-     ,2000,7000,20,160,20,36,7000,180,66,1.3,1.6,2.3,7344,7344,7344,684,612,503,5256,4392,3084,438,366,257,75,62,44,구로구
2165,서울 동작구 노량진동,440, 36 개, 36 개,1 대,1.5억 만원,470,30,권리금1.8억,-선택사항- ,-선택사항-     ,0,18000,36,470,30,38,18000,500,120,2.2,2.8,4.5,13944,13944,13944,1299,1162,957,8148,6504,4044,679,542,337,45,36,22,동작구
2166,서울 강북구 수유동,413.9, 63 개,  개,00 대,1억 만원,440,0,1억5천만,4호선 수유역,-선택사항-     ,10000,15000,63,440,0,35,15000,440,210,0.9,1.0,1.4,22488,22488,22488,2094,1874,1543,17328,14688,10716,1444,1224,893,115,97,71,강북구
2167,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23,중구
2168,서울 구로구 구로동,166.65, 27 개, 9 개,불가 대,5천 만원,360, 없음 ,1억,-선택사항- ,-선택사항-     ,5000,10000,27,360,0,36,10000,360,90,1.8,2.2,3.6,9912,9912,9912,923,826,680,5676,4512,2760,473,376,230,56,45,27,구로구
2169,서울 동대문구 장안동,400, 37 개, 37 개,불가 대,7천 만원,470, 없음 ,3억,-선택사항- ,-선택사항-     ,7000,30000,37,470,0,37,30000,470,123,3.5,4.4,6.8,13956,13956,13956,1300,1163,958,8484,6840,4380,707,570,365,28,22,14,동대문구
2170,서울 동작구 상도로,227.21, 39 개, 27 개,불가 대,6000 만원,550, 없음 ,2억,-선택사항- ,-선택사항-     ,6000,20000,39,550,0,38,20000,550,130,2.3,2.9,4.7,15108,15108,15108,1407,1259,1037,8724,6948,4284,727,579,357,43,34,21,동작구
2171,서울 강남구 양재대로,188.64, 19 개, 19 개,불가 대,5000 만원,352, 없음 ,2억,-선택사항- ,-선택사항-     ,5000,20000,19,352,0,48,20000,352,63,3.7,4.6,7.5,9300,9300,9300,866,775,638,5412,4320,2676,451,360,223,27,21,13,강남구
2172,서울 강남구 00동,고시원 ,  개,  개,00 대,5000 만원,500,0,21000,-선택사항- ,-선택사항-     ,5000,21000,0,500,0,48,21000,500,100,2.3,2.8,4.3,14688,14688,14688,1368,1224,1007,9216,7488,4884,768,624,407,43,35,23,강남구
2173,서울 종로구 00동,428.64, 40 개, 40 개,1 대,5000 만원,520, 별도 ,3억5천,-선택사항- ,-선택사항-     ,5000,35000,40,520,0,42,35000,520,133,3.1,3.8,5.6,17136,17136,17136,1596,1428,1176,11316,9300,6276,943,775,523,32,26,17,종로구
2174,서울 구로구 00동,약150평 ,  개,  개,00 대,5000 만원,340,70,27000,-선택사항- ,-선택사항-     ,5000,27000,0,340,70,36,27000,410,100,4.4,5.5,9.1,11016,11016,11016,1026,918,756,6192,4896,2952,516,408,246,22,18,10,구로구
2175,서울 서대문구 00동,약150평 ,  개,  개,00 대,8000 만원,670,0,24500,-선택사항- ,-선택사항-     ,8000,24500,0,670,0,39,24500,670,100,6.0,9.1,41.7,11928,11928,11928,1111,994,819,4092,2688,588,341,224,49,16,10,2,서대문구
2176,서울 구로구 00동,약 100평 ,  개,  개,00 대,5000 만원,360,0,7500,-선택사항- ,-선택사항-     ,5000,7500,0,360,0,36,7500,360,100,1.1,1.4,2.1,11016,11016,11016,1026,918,756,6792,5496,3552,566,458,296,90,73,47,구로구
2177,서울 강동구 00동,120평 ,  개,  개,00 대,5000 만원,550,0,31000,-선택사항- ,-선택사항-     ,5000,31000,0,550,0,38,31000,550,100,6.0,8.1,17.5,11628,11628,11628,1083,969,798,5196,3828,1776,433,319,148,16,12,5,강동구
2178,서울 중랑구 00동,약150평 ,  개,  개,00 대,3000 만원,320,0,21000,-선택사항- ,-선택사항-     ,3000,21000,0,320,0,32,21000,320,100,3.6,4.4,6.9,9792,9792,9792,912,816,672,5904,4752,3024,492,396,252,28,22,14,중랑구
2179,서울 강남구 00동,약150평 ,  개,  개,00 대,7000 만원,800,0,36000,-선택사항- ,-선택사항-     ,7000,36000,0,800,0,48,36000,800,100,6.4,9.3,28.0,14688,14688,14688,1368,1224,1007,5616,3888,1284,468,324,107,15,10,3,강남구
2180,서울 종로구 00동,940, 75 개, 75 개,00 대,1억 만원,890,130,4억5천,-선택사항- ,-선택사항-     ,10000,45000,75,890,130,42,45000,1020,250,2.2,2.7,4.0,32124,32124,32124,2992,2677,2205,20664,16884,11220,1722,1407,935,45,37,24,종로구
2181,서울 구로구 00동,562, 67 개, 40 개,00 대,6천 만원,600,60,2억6천,-선택사항- ,-선택사항-     ,6000,26000,67,600,60,36,26000,660,223,1.5,1.9,2.7,24600,24600,24600,2291,2050,1688,16896,14004,9660,1408,1167,805,64,53,37,구로구
2182,서울 동작구 00동,270,  개,  개,00 대,4000 만원,490, 사용량에 따라 부과 ,2억4000,-선택사항- ,-선택사항-     ,4000,24000,0,490,0,38,24000,490,100,4.1,5.3,9.6,11628,11628,11628,1083,969,798,5916,4548,2496,493,379,208,24,18,10,동작구
2183,서울 관악구 00동,500,  개,  개,00 대,3500 만원,350, 없음 ,1억7000,-선택사항- ,-선택사항-     ,3500,17000,0,350,0,33,17000,350,100,2.9,3.6,5.8,10092,10092,10092,940,841,693,5880,4692,2916,490,391,243,34,27,17,관악구
2184,서울 강동구 길동,332.58, 42 개, 8 개,1 대,3천 만원,377, 없음 ,8천,-선택사항- ,-선택사항-     ,3000,8000,42,377,0,38,8000,377,140,0.7,0.8,1.1,16272,16272,16272,1516,1356,1117,11988,10068,7200,999,839,600,149,125,90,강동구
2185,서울 동작구 00동,236, 30 개,  개,00 대,5000 만원,300,0,35000,-선택사항- ,-선택사항-     ,5000,35000,30,300,0,38,35000,300,100,4.3,5.1,7.3,11628,11628,11628,1083,969,798,8196,6828,4776,683,569,398,23,19,13,동작구
2186,서울 영등포구 00동,400,  개,  개,00 대,7000 만원,360, 사용량에 따라 부과 ,1억6000,-선택사항- ,-선택사항-     ,7000,16000,0,360,0,38,16000,360,100,2.1,2.6,3.9,11628,11628,11628,1083,969,798,7476,6108,4056,623,509,338,46,38,25,영등포구
2187,서울 동작구 노량진동,122.5, 39 개, 39 개,X 대,5천 만원,460, 없음 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,39,460,0,38,27000,460,130,2.8,3.4,5.0,15108,15108,15108,1407,1259,1037,9804,8028,5364,817,669,447,36,29,19,동작구
2188,서울 중구 00동,500, 50 개,  개,00 대,5000 만원,460, 별도 ,3억7000,-선택사항- ,-선택사항-     ,5000,37000,50,460,0,41,37000,460,166,2.3,2.8,3.8,20904,20904,20904,1947,1742,1435,15852,13392,9708,1321,1116,809,42,36,26,중구
2189,서울 동작구 00동,217.32, 33 개, 4 개,00 대,3000 만원,200, 없음 ,6000,-선택사항- ,-선택사항-     ,3000,6000,33,200,0,38,6000,200,110,0.6,0.7,0.9,12780,12780,12780,1191,1065,877,10572,9060,6804,881,755,567,176,151,113,동작구
2190,서울 성북구 00동,223.65, 30 개,  개,00 대,4000 만원,220, 30만원 ,18000,-선택사항- ,-선택사항-     ,4000,18000,30,220,30,37,18000,250,100,2.1,2.5,3.5,11316,11316,11316,1054,943,777,8448,7116,5124,704,593,427,46,39,28,성북구
2191,서울 송파구 00동,286.8,  개,  개,00 대,9000 만원,470,0,17000,-선택사항- ,-선택사항-     ,9000,17000,0,470,0,42,17000,470,100,2.3,2.8,4.5,12852,12852,12852,1197,1071,882,7524,6012,3744,627,501,312,44,35,22,송파구
2192,서울 강남구 도곡동,203.85, 19 개, 19 개,00 대,5000 만원,325,0,2억,-선택사항- ,-선택사항-     ,5000,20000,19,325,0,48,20000,325,63,3.5,4.3,6.7,9300,9300,9300,866,775,638,5736,4644,3000,478,387,250,28,23,15,강남구
2193,서울 용산구 00동,663.72, 상담 개,  개,00 대,5000 만원,750,0,11000,-선택사항- ,-선택사항-     ,5000,11000,0,750,0,37,11000,750,100,4.5,9.9,-12.6,11316,11316,11316,1054,943,777,2448,1116,-876,204,93,-73,22,10,-7,용산구
2194,서울 도봉구 00동,330, 17 개, 17 개,00 대,3000 만원,240,0,1억6000,-선택사항- ,-선택사항-     ,3000,16000,17,240,0,32,16000,240,56,6.1,8.0,15.9,5544,5544,5544,516,462,380,2640,1992,1008,220,166,84,16,12,6,도봉구
2195,서울 강남구 대치동,505.95, 34 개, 4 개,00 대,4000 만원,293,0,2억9천,-선택사항- ,-선택사항-     ,4000,29000,34,293,0,48,29000,293,113,2.1,2.5,3.3,16644,16644,16644,1550,1387,1142,13728,11772,8832,1144,981,736,47,40,30,강남구
2196,서울 강남구 00동,100, 33 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0,48,24000,600,110,2.5,3.1,5.0,16152,16152,16152,1504,1346,1108,9528,7632,4776,794,636,398,39,31,19,강남구
2197,서울 서대문구 00동,120, 42 개,  개,00 대,5000 만원,450,0,28000,-선택사항- ,-선택사항-     ,5000,28000,42,450,0,39,28000,450,140,2.4,2.9,4.2,16704,16704,16704,1556,1392,1146,11592,9624,6672,966,802,556,41,34,23,서대문구
2198,서울 동작구 00동,381, 54 개, 25 개,00 대,9000 만원,515,0,35000,-선택사항- ,-선택사항-     ,9000,35000,54,515,0,38,35000,515,180,2.3,2.8,3.9,20928,20928,20928,1949,1744,1436,15048,12588,8892,1254,1049,741,42,35,25,동작구
2199,서울 강동구 00동,390, 35 개, 35 개,1 대,5000 만원,580,0,25000,-선택사항- ,-선택사항-     ,5000,25000,35,580,0,38,25000,580,116,3.7,4.8,8.9,13560,13560,13560,1263,1130,930,6804,5208,2808,567,434,234,27,20,11,강동구
2200,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23,중구
2201,서울 영등포구 00동,264.52, 34 개, 30 개,00 대,7천 만원,450, 사용량에따라 ,1억6천,-선택사항- ,-선택사항-     ,7000,16000,34,450,0,38,16000,450,113,2.0,2.5,3.9,13176,13176,13176,1227,1098,904,7968,6420,4092,664,535,341,49,40,25,영등포구
2202,서울 서초구 서초동,425.84, 43 개, 43 개,불가 대,9000 만원,820, 없음 ,1억8천,-선택사항- ,-선택사항-     ,9000,18000,43,820,0,45,18000,820,143,1.7,2.2,3.8,19728,19728,19728,1838,1644,1354,10500,8172,4692,875,681,391,58,45,26,서초구
2203,서울 동대문구 이문동,210.31, 31 개, 2 개,불가 대,3000 만원,262, 없음 ,1억,-선택사항- ,-선택사항-     ,3000,10000,31,262,0,37,10000,262,103,1.2,1.4,1.9,11688,11688,11688,1089,974,802,8688,7308,5244,724,609,437,86,73,52,동대문구
2204,서울 송파구 백제고분로,312.73, 30 개, 30 개,불가 대,5000 만원,400, 없음 ,3억2천,-선택사항- ,-선택사항-     ,5000,32000,30,400,0,42,32000,400,100,3.8,4.7,7.0,12852,12852,12852,1197,1071,882,8364,6852,4584,697,571,382,26,21,14,송파구
2205,서울 관악구 남부순환로,488, 44 개, 44 개,1 대,7000 만원,660, 없음 ,3억2천,-선택사항- ,-선택사항-     ,7000,32000,44,660,0,33,32000,660,146,4.7,6.2,12.7,14808,14808,14808,1379,1234,1016,6876,5136,2520,573,428,210,21,16,7,관악구
2206,서울 종로구 삼일대로,407, 43 개, 43 개,불가 대,5000 만원,680, 없음` ,3억4천,-선택사항- ,-선택사항-     ,5000,34000,43,680,0,42,34000,680,143,3.2,4.0,6.4,18420,18420,18420,1715,1535,1264,10704,8544,5292,892,712,441,31,25,15,종로구
2207,서울 강동구 00동,600,  개,  개,00 대,5000 만원,330, 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,5000,13000,0,330,0,38,13000,330,100,1.7,2.0,2.9,11628,11628,11628,1083,969,798,7836,6468,4416,653,539,368,60,49,33,강동구
2208,서울 강동구 00동,464,  개,  개,00 대,5000 만원,605, 사용량에 따라 부과 ,3억1000,-선택사항- ,-선택사항-     ,5000,31000,0,605,0,38,31000,605,100,6.8,9.8,27.8,11628,11628,11628,1083,969,798,4536,3168,1116,378,264,93,14,10,3,강동구
