고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리
서울 강남구 00동,155.89, 13 개,  개,00 대,3000 만원,260,100,8000,-선택사항- ,-선택사항-     ,3000,8000,13,260,100
서울 강남구 강남구,128평 ,  개,  개,00 대,1억 만원,950,0,4억,-선택사항- ,-선택사항-     ,10000,40000,0,950,0
서울 동대문구 00동,370, 38 개, 38 개,00 대,5천 만원,470,30,3억,-선택사항- ,-선택사항-     ,5000,30000,38,470,30
서울 노원구 00동,344.28, 42 개,  개,00 대,5500 만원,390, 37만원 ,7500,-선택사항- ,-선택사항-     ,5500,7500,42,390,37
서울 구로구 00동,320, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0
서울 서대문구 창천동,202.6, 33 개, 4 개,00 대,4000 만원,308,0,1억3천300,-선택사항- ,-선택사항-     ,4000,13300,33,308,0
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
서울 구로구 00동,562, 67 개, 40 개,00 대,6천 만원,600,50,2억6천5백,-선택사항- ,-선택사항-     ,6000,26500,67,600,50
서울 관악구 봉천동,254.6, 35 개, 35 개,2 대,3천 만원,390, 포함 ,1억8천,-선택사항- ,-선택사항-     ,3000,18000,35,390,0
서울 송파구 가락동,118.83, 26 개, 15 개,3 대,4천 만원,320, 23만원 ,1억4천,-선택사항- ,-선택사항-     ,4000,14000,26,320,23
서울 영등포구 00동,299.53, 29 개,  개,00 대,4천 만원,420,0,2억2천,5호선 영등포구청역,-선택사항-     ,4000,22000,29,420,0
서울 동작구 00동,270,  개,  개,00 대,4000 만원,490, 사용량에 따라 부과 ,2억4000,-선택사항- ,-선택사항-     ,4000,24000,0,490,0
서울 동대문구 00동,368,  개,  개,00 대,5000 만원,550, 사용량에 따라 부과 ,3억1000,-선택사항- ,-선택사항-     ,5000,31000,0,550,0
서울 동작구 00동,60, 23 개,  개,00 대,5000 만원,200,0,10000,-선택사항- ,-선택사항-     ,5000,10000,23,200,0
서울 성동구 00동,고시원 ,  개,  개,00 대,5000 만원,  ,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,0,0,0
서울 금천구 가산동,300, 46 개, 0 개,1 대,4천 만원,275, 20수도료 ,합5500,-선택사항- ,-선택사항-     ,4000,5500,46,275,20
서울 양천구 양천동,300, 40 개, 14 개,1 대,3천 만원,370,0,합1억4천,-선택사항- ,-선택사항-     ,3000,14000,40,370,0
서울 구로구 00동,166.65, 27 개, 12 개,00 대,5천 만원,360, 없음 ,1억,-선택사항- ,-선택사항-     ,5000,10000,27,360,0
서울 동대문구 청량리동,440, 39 개, 39 개,00 대,5천 만원,480,20,합3억,-선택사항- ,-선택사항-     ,5000,30000,39,480,20
서울 노원구 00동,350, 40 개,  개,00 대,7000 만원,465,0,24000,-선택사항- ,-선택사항-     ,7000,24000,40,465,0
서울 영등포구 00동,400,  개,  개,00 대,3000 만원,240, 사용량에 따라 부과 ,1억2000,-선택사항- ,-선택사항-     ,3000,12000,0,240,0
서울 종로구 00동,400, 52 개, 42 개,1 대,8500 만원,600,40,19500,-선택사항- ,-선택사항-     ,8500,19500,52,600,40
서울 동작구 00동,220, 33 개,  개,00 대,3000 만원,220,0,6500,-선택사항- ,-선택사항-     ,3000,6500,33,220,0
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,380,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,380,0
서울 강남구 00동,약 100평 ,  개,  개,00 대,6000 만원,450,0,21000,-선택사항- ,-선택사항-     ,6000,21000,0,450,0
서울 강남구 00동,약 100평 ,  개,  개,00 대,4000 만원,250,0,6000,-선택사항- ,-선택사항-     ,4000,6000,0,250,0
서울 서초구 00동,약200평 , 50 개,  개,00 대,8500 만원,520,0,24000,-선택사항- ,-선택사항-     ,8500,24000,50,520,0
서울 종로구 00,243.83, 40 개, 3 개,00 대,3000 만원,300,0,5천,-선택사항- ,-선택사항-     ,3000,5000,40,300,0
서울 서초구 00동,393, 40 개,  개,없음 대,6000 만원,578, 없음 ,19000,-선택사항- ,-선택사항-     ,6000,19000,40,578,0
서울 종로구 00동,올원룸 ,  개,  개,00 대,1억 만원,429,0,1억9000,-선택사항- ,-선택사항-     ,10000,19000,0,429,0
서울 종로구 00동,역세권 ,  개,  개,00 대,3000 만원,200,0,1억1000,-선택사항- ,-선택사항-     ,3000,11000,0,200,0
서울 강동구 00동,276.6, 37 개, 3 개,1 대,2500 만원,240,0,8천,-선택사항- ,-선택사항-     ,2500,8000,37,240,0
서울 강동구 성내동,176.22, 35 개, 35 개,1 대,5천 만원,605, 포함 ,3억,-선택사항- ,-선택사항-     ,5000,30000,35,605,0
서울 성북구 00동,471.33,  개,  개,00 대,7500 만원,490,0,2700,-선택사항- ,-선택사항-     ,7500,2700,0,490,0
서울 노원구 00동,397.11, 67 개, 4 개,3 대,7000 만원,450, 없음 ,12000,-선택사항- ,-선택사항-     ,7000,12000,67,450,0
서울 노원구 상계동,261.61, 52 개, 28 개,4 대,6천 만원,680, 없음 ,2억2천,-선택사항- ,-선택사항-     ,6000,22000,52,680,0
서울 관악구 00동,352, 47 개,  개,00 대,3천5백 만원,320,30,1억6천5백,-선택사항- ,-선택사항-     ,3500,16500,47,320,30
서울 영등포구 00동,418, 40 개, 40 개,00 대,4천 만원,490,50,3억2천,-선택사항- ,-선택사항-     ,4000,32000,40,490,50
서울 중구 00동,406, 42 개, 42 개,00 대,5천 만원,580,50,3억4천,-선택사항- ,-선택사항-     ,5000,34000,42,580,50
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
서울 구로구 00동,330, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0
서울 노원구 00동,387.6,  개,  개,00 대, 만원,450,0,합,-선택사항- ,-선택사항-     ,0,0,0,450,0
서울 구로구 오류동,280.14, 24 개, 2 개,00 대,2000 만원,150,0,4000,-선택사항- ,-선택사항-     ,2000,4000,24,150,0
서울 강서구 화곡동,268.82, 39 개, 4 개,00 대,4000 만원,220,0,1억3천,-선택사항- ,-선택사항-     ,4000,13000,39,220,0
서울 금천구 독산동,324.12, 50 개, 4 개,00 대,5000 만원,240,0,1억5천,-선택사항- ,-선택사항-     ,5000,15000,50,240,0
서울 영등포구 대림2동,348.94, 34 개, 29 개,00 대,7000 만원,450,15,1억6천,-선택사항- ,-선택사항-     ,7000,16000,34,450,15
서울 노원구 00동,360, 30 개, 0 개,가능 대,5000 만원,350,0,2억6000,-선택사항- ,-선택사항-     ,5000,26000,30,350,0
서울 동대문구 00동,360, 38 개, 0 개,00 대,5000 만원,410,0,3억1000,-선택사항- ,-선택사항-     ,5000,31000,38,410,0
서울 종로구 00동,429, 40 개, 40 개,00 대,5000 만원,530, 별도 ,3억6000,-선택사항- ,-선택사항-     ,5000,36000,40,530,0
서울 서초구 서초동,404.23, 50 개, 31 개,00 대,8500 만원,520,46,2억3천,-선택사항- ,-선택사항-     ,8500,23000,50,520,46
서울 강남구 00동,100, 33 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0
서울 동작구 00동,120, 42 개,  개,00 대,7000 만원,430,0,24000,-선택사항- ,-선택사항-     ,7000,24000,42,430,0
서울 송파구 00동,333, 30 개,  개,00 대,5000 만원,400,0,32000,-선택사항- ,-선택사항-     ,5000,32000,30,400,0
서울 노원구 00동,* ,  개,  개,00 대, 만원,390,0,25000,-선택사항- ,-선택사항-     ,0,25000,0,390,0
서울 강서구 00동,* ,  개,  개,00 대, 만원,300,0,18000,-선택사항- ,-선택사항-     ,0,18000,0,300,0
서울 강동구 00동,* ,  개,  개,00 대, 만원,350,0,12000,-선택사항- ,-선택사항-     ,0,12000,0,350,0
서울 영등포구 00동,약150평 ,  개,  개,00 대,7000 만원,450,0,15000,-선택사항- ,-선택사항-     ,7000,15000,0,450,0
서울 강남구 00동,추천 ,  개,  개,00 대,5000 만원,400,0,2억8500,-선택사항- ,-선택사항-     ,5000,28500,0,400,0
서울 동작구 00동,고시원 ,  개,  개,00 대,5000 만원,407,0,1억4000,-선택사항- ,-선택사항-     ,5000,14000,0,407,0
서울 중구 00동,140평 ,  개,  개,00 대,3600 만원,415,0,2600,-선택사항- ,-선택사항-     ,3600,2600,0,415,0
서울 강남구 강남구,128평 , 38 개,  개,00 대, 만원,660,0,3억3천,-선택사항- ,-선택사항-     ,0,33000,38,660,0
서울 영등포구 00동,320, 35 개, 29 개,00 대,7000 만원,380,0,15500,-선택사항- ,-선택사항-     ,7000,15500,35,380,0
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
서울 강남구 00동,문의주세요 , 문의� 개,  개,00 대,문의주세요 만원, 문의주세요 , 문의주세요 ,문의주세요,-선택사항- ,-선택사항-     ,0,0,0,0,0
서울 강남구 00동,문의주세요 , 문의� 개,  개,00 대,문의주세요 만원, 문의주세요 ,0,문의주세요,-선택사항- ,-선택사항-     ,0,0,0,0,0
서울 영등포구 00동,360, 40 개, 20 개,00 대,5000 만원,400,0,1억5500,-선택사항- ,-선택사항-     ,5000,15500,40,400,0
서울 영등포구 00동,90,  개,  개,00 대,7000 만원,360,0,16000,-선택사항- ,-선택사항-     ,7000,16000,0,360,0
서울 동작구 00동,430, 36 개, 36 개,00 대, 만원,400,0,2억3000,-선택사항- ,-선택사항-     ,0,23000,36,400,0
서울 구로구 00동,285, 24 개,  개,00 대,2000 만원,150,0,2000,-선택사항- ,-선택사항-     ,2000,2000,24,150,0
서울 관악구 00동,370, 47 개, 20 개,00 대,3500 만원,350,0,1억6500,-선택사항- ,-선택사항-     ,3500,16500,47,350,0
서울 구로구 00동,520, 67 개, 44 개,00 대,6500 만원,650,0,2억7000,-선택사항- ,-선택사항-     ,6500,27000,67,650,0
서울 구로구 구로동,250, 20 개, 20 개,1 대,2천 만원,160,20,합7천,-선택사항- ,-선택사항-     ,2000,7000,20,160,20
서울 강남구 도곡역,300, 40 개, 0 개,1 대,3500 만원,295,30,7900,-선택사항- ,-선택사항-     ,3500,7900,40,295,30
서울 성북구 00동,270.12,  개,  개,00 대, 만원,415,0,합,-선택사항- ,-선택사항-     ,0,0,0,415,0
서울 마포구 염리동,400, 54 개, 36 개,x 대,5000 만원,550, 별도 ,18000,-선택사항- ,-선택사항-     ,5000,18000,54,550,0
서울 강남구 대치동,330, 43 개, 20 개,x 대,5000 만원,630, 별도 ,33000,-선택사항- ,-선택사항-     ,5000,33000,43,630,0
서울 중구 장충동,345, 40 개, 21 개,x 대,5000 만원,360, 별도 ,17000,-선택사항- ,-선택사항-     ,5000,17000,40,360,0
서울 송파구 석촌동,350, 36 개, 30 개,1 대,9000 만원,500, 별도 ,17000,-선택사항- ,-선택사항-     ,9000,17000,36,500,0
서울 동작구 노량진동,381.76, 54 개, 31 개,00 대,9000 만원,500,0,3억5천,-선택사항- ,-선택사항-     ,9000,35000,54,500,0
서울 종로구 00,428.64, 40 개, 40 개,가능 대,5000 만원,520, 별도 ,3억5천,-선택사항- ,-선택사항-     ,5000,35000,40,520,0
서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,2400,-선택사항- ,-선택사항-     ,5000,2400,34,422,0
서울 중랑구 00동,80평 , 35 개, 16 개,노 대,5000 만원,350, 35만원 ,12000,7호선 ,-선택사항-     ,5000,12000,35,350,35
서울 금천구 00동,264.6,  개,  개,00 대, 만원,272,0,합,-선택사항- ,-선택사항-     ,0,0,0,272,0
서울 송파구 00동,429.78, 21 개, 21 개,1 대,1억 만원,500,60,31000,-선택사항- ,-선택사항-     ,10000,31000,21,500,60
서울 노원구 00동,397.11, 67 개, 4 개,3 대,7000 만원,450, 없음 ,12000,-선택사항- ,-선택사항-     ,7000,12000,67,450,0
서울 동작구 00동,245, 38 개, 38 개,없음 대,5000 만원,506, 없음 ,26000,-선택사항- ,-선택사항-     ,5000,26000,38,506,0
서울 동작구 00동,200, 33 개, 2 개,없음 대,3000 만원,200, 없음 ,6천,-선택사항- ,-선택사항-     ,3000,6000,33,200,0
서울 강서구 00동,261,  개,  개,00 대,2000 만원,100, 사용량에 따라 부과 ,5000,-선택사항- ,-선택사항-     ,2000,5000,0,100,0
서울 강서구 00동,450,  개,  개,00 대,3000 만원,280, 사용량에 따라 부과 ,8500,-선택사항- ,-선택사항-     ,3000,8500,0,280,0
서울 노원구 00동,283,  개,  개,00 대,5000 만원,300, 사용량에 따라 부과 ,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,0
서울 동작구 00동,120, 42 개,  개,00 대,7000 만원,430,0,24000,-선택사항- ,-선택사항-     ,7000,24000,42,430,0
서울 강서구 화곡동,급매물 , 39 개,  개,00 대,2000 만원,308,0,1억,-선택사항- ,-선택사항-     ,2000,10000,39,308,0
서울 강남구 00동,100, 34 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,34,600,0
서울 동작구 노량진동,440, 36 개, 36 개,1 대,1.5억 만원,480,30,권리금1억8천,-선택사항- ,-선택사항-     ,0,18000,36,480,30
서울 동작구 00동,올원룸 ,  개,  개,00 대,5000 만원,460,0,2억6000,-선택사항- ,-선택사항-     ,5000,26000,0,460,0
서울 동작구 00동,고시원 ,  개,  개,00 대,3000 만원,420,0,2억2000,-선택사항- ,-선택사항-     ,3000,22000,0,420,0
서울 마포구 00동,459.12, 54 개, 54 개,00 대,8천 만원,900,50,4억2천,-선택사항- ,-선택사항-     ,8000,42000,54,900,50
서울 구로구 00동,500,  개,  개,00 대,7000 만원,450, 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,7000,13000,0,450,0
서울 마포구 00동,고시원 ,  개,  개,00 대,3000 만원,200,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,200,0
서울 영등포구 00동,462, 41 개, 41 개,3 대,5천 만원,420,30,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30
서울 구로구 00동,310, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0
서울 영등포구 00동,320, 35 개, 29 개,00 대,7000 만원,380,0,시설비8500,-선택사항- ,-선택사항-     ,7000,8500,35,380,0
서울 동대문구 00동,460, 47 개,  개,00 대,7천 만원,580,50,1억6천,-선택사항- ,-선택사항-     ,7000,16000,47,580,50
서울 관악구 00동,350, 47 개,  개,00 대,3천 만원,320,30,1억6천5백,-선택사항- ,-선택사항-     ,3000,16500,47,320,30
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
서울 성동구 한양대,420, 40 개, 40 개,1 대,4천 만원,470,66,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,470,66
서울 강남구 도곡역,300, 40 개, 0 개,1 대,3500 만원,295,30,합7900,-선택사항- ,-선택사항-     ,3500,7900,40,295,30
서울 중구 00동,고시원 ,  개,  개,00 대,3000 만원,250,0,26000,-선택사항- ,-선택사항-     ,3000,26000,0,250,0
서울 성북구 00동,고시원 ,  개,  개,00 대,4000 만원,228,0,8000,-선택사항- ,-선택사항-     ,4000,8000,0,228,0
서울 종로구 00동,250,  개,  개,00 대,8천 만원,520,0,1억8천,-선택사항- ,-선택사항-     ,8000,18000,0,520,0
서울 관악구 00동,307, 37 개,  개,00 대,6000 만원,430,0,21000,-선택사항- ,-선택사항-     ,6000,21000,37,430,0
서울 강남구 00동,  100평 , 32 개, 31 개,노 대,일억 만원,650,  노 ,28000,2호선 강남역,-선택사항-     ,10000,28000,32,650,0
서울 구로구 00동,130, 55 개,  개,00 대,7000 만원,582,0,13000,-선택사항- ,-선택사항-     ,7000,13000,55,582,0
서울 강동구 00동,약150평 ,  개,  개,00 대,5000 만원,610,0,31000,-선택사항- ,-선택사항-     ,5000,31000,0,610,0
서울 구로구 00동,150평 ,  개,  개,00 대,5000 만원,340,0,26000,-선택사항- ,-선택사항-     ,5000,26000,0,340,0
서울 강남구 00동,약150평 ,  개,  개,00 대,7000 만원,800,0,37000,-선택사항- ,-선택사항-     ,7000,37000,0,800,0
서울 동작구 00동,176.26, 15 개,  개,00 대,2000 만원,220,0,11000,-선택사항- ,-선택사항-     ,2000,11000,15,220,0
서울 강북구 00,330, 40 개, 3 개,00 대,2500 만원,150,0,6천,-선택사항- ,-선택사항-     ,2500,6000,40,150,0
서울 동작구 노량진동,381.76, 54 개, 31 개,00 대,9000 만원,500,0,3억5천,-선택사항- ,-선택사항-     ,9000,35000,54,500,0
서울 동작구 00동,450,  개,  개,00 대,5000 만원,300, 사용량에 따라 부과 ,1억2000,-선택사항- ,-선택사항-     ,5000,12000,0,300,0
서울 중구 00동,324,  개,  개,00 대,5000 만원,366, 사용량에 따라 부과 ,1억600,-선택사항- ,-선택사항-     ,5000,1600,0,366,0
서울 동작구 00동,393.12, 42 개,  개,00 대,7000 만원,430, 10만원 ,25000,-선택사항- ,-선택사항-     ,7000,25000,42,430,10
서울 동작구 00동,217.32, 30 개,  개,00 대,3000 만원,200,0,6500,-선택사항- ,-선택사항-     ,3000,6500,30,200,0
서울 관악구 00동,500,  개,  개,00 대,3500 만원,350,0,1억7000,-선택사항- ,-선택사항-     ,3500,17000,0,350,0
서울 종로구 00동,250, 상담 개,  개,00 대,8000 만원,550,0,17500,-선택사항- ,-선택사항-     ,8000,17500,0,550,0
서울 송파구 00동,286.8, 상담 개,  개,00 대,9000 만원,470,0,18000,-선택사항- ,-선택사항-     ,9000,18000,0,470,0
서울 동대문구 00동,488.07, 상담 개,  개,00 대,7000 만원,410,0,28000,-선택사항- ,-선택사항-     ,7000,28000,0,410,0
서울 강동구 00동,330, 43 개, 0 개,00 대,5000 만원,380,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,43,380,0
서울 성북구 삼선동1가,197.39, 35 개, 6 개,00 대,4000 만원,250,0,7000,-선택사항- ,-선택사항-     ,4000,7000,35,250,0
서울 성북구 00동,240.36, 24 개, 24 개,00 대,3천 만원,240,0,1억9천만,-선택사항- ,-선택사항-     ,3000,19000,24,240,0
서울 중구 00동,396, 55 개, 0 개,00 대,1억 만원,600, 별도 ,2억,-선택사항- ,-선택사항-     ,10000,20000,55,600,0
서울 송파구 00동,360, 36 개, 36 개,00 대,5000 만원,540,0,2억7000,-선택사항- ,-선택사항-     ,5000,27000,36,540,0
서울 강동구 길동,240.3, 28 개, 17 개,00 대,3000 만원,264,0,1억5천,-선택사항- ,-선택사항-     ,3000,15000,28,264,0
서울 강동구 성내동,465.1, 35 개, 35 개,00 대,5000 만원,605,0,3억,-선택사항- ,-선택사항-     ,5000,30000,35,605,0
서울 강남구 00동,100, 33 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0
서울 서대문구 00동,120, 42 개,  개,00 대,5000 만원,450,0,28000,-선택사항- ,-선택사항-     ,5000,28000,42,450,0
서울 서초구 00동,400, 38 개, 39 개,2 대,1억 만원,623,0,1억8천,-선택사항- ,-선택사항-     ,10000,18000,38,623,0
서울 서대문구 00동,238.78, 36 개,  개,00 대,3600 만원,450,0,20000,-선택사항- ,-선택사항-     ,3600,20000,36,450,0
서울 송파구 00동,210, 23 개,  개,00 대,3000 만원,450,0,2억1천,-선택사항- ,-선택사항-     ,3000,21000,23,450,0
서울 송파구 00동,80평 ,  개,  개,00 대,2000 만원,295,0,1억,-선택사항- ,-선택사항-     ,2000,10000,0,295,0
서울 강동구 00동,. , 35 개,  개,00 대,8000 만원, . ,0,2억2천,-선택사항- ,-선택사항-     ,8000,22000,35,0,0
서울 강동구 00동,. , 28 개,  개,00 대,.. 만원,270,0,1억6천,-선택사항- ,-선택사항-     ,0,16000,28,270,0
서울 서초구 00동,. , 34 개,  개,00 대,5000 만원,390, . ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,34,390,0
서울 서초구 00동,. , 40 개, 24 개,00 대,6000 만원,540, . ,2억,-선택사항- ,-선택사항-     ,6000,20000,40,540,0
서울 송파구 00동,. , 37 개,  개,00 대,6000 만원,400, . ,2억,-선택사항- ,-선택사항-     ,6000,20000,37,400,0
서울 송파구 00동,. , . 개,  개,00 대,6000 만원,350, . ,2억1000,-선택사항- ,-선택사항-     ,6000,21000,0,350,0
서울 강남구 00동,. ,  개,  개,00 대,6000 만원,460, . ,2억1000만,-선택사항- ,-선택사항-     ,6000,21000,0,460,0
서울 마포구 00동,. , 50 개, 33 개,1 대,1억5천 만원, . , . ,2억2천,-선택사항- ,-선택사항-     ,15000,22000,50,0,0
서울 관악구 00,302.95, 37 개, 10 개,00 대,8000 만원,363,0,1억7천,-선택사항- ,-선택사항-     ,8000,17000,37,363,0
서울 관악구 00동,299, 47 개,  개,00 대,3500 만원,350,0,1억6500,-선택사항- ,-선택사항-     ,3500,16500,47,350,0
서울 동작구 00동,323, 38 개,  개,00 대,5천 만원,460,0,2억7천,-선택사항- ,-선택사항-     ,5000,27000,38,460,0
서울 동작구 00동,312, 35 개,  개,00 대,6천 만원,520,0,2억5천,-선택사항- ,-선택사항-     ,6000,25000,35,520,0
서울 동작구 00동,217, 33 개,  개,00 대, 만원,200,0,6천,-선택사항- ,-선택사항-     ,0,6000,33,200,0
서울 중구 을지로,. ,  개,  개,00 대,350 만원,3350,0,13000,-선택사항- ,-선택사항-     ,350,13000,0,3350,0
서울 강북구 00,330, 40 개, 3 개,1 대,2500 만원,150,0,6천,-선택사항- ,-선택사항-     ,2500,6000,40,150,0
서울 동작구 00,365.04, 39 개, 30 개,1 대,6000 만원,500,0,2억2천,-선택사항- ,-선택사항-     ,6000,22000,39,500,0
서울 동작구 00,264.77, 30 개, 30 개,1 대,4000 만원,330,0,3억,-선택사항- ,-선택사항-     ,4000,30000,30,330,0
서울 관악구 00,288.93, 50 개, 4 개,1 대,4000 만원,340,40,1억1천,-선택사항- ,-선택사항-     ,4000,11000,50,340,40
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
서울 강남구 00동,약150평 ,  개,  개,00 대,7000 만원,770,0,37000,-선택사항- ,-선택사항-     ,7000,37000,0,770,0
서울 송파구 00동,198,  개,  개,00 대,7000 만원,360,0,9500,-선택사항- ,-선택사항-     ,7000,9500,0,360,0
서울 금천구 00동,137.86, 36 개, 36 개,00 대,4000 만원,423, 문의 ,39000,-선택사항- ,-선택사항-     ,4000,39000,36,423,0
서울 영등포구 대림동,310, 34 개, 28 개,00 대,6000 만원,360,0,1억6천,2호선 대림역,-선택사항-     ,6000,16000,34,360,0
서울 종로구 종로2가,330, 33 개, 33 개,1 대,6000 만원,360,36,3억2천,1호선 종각역,-선택사항-     ,6000,32000,33,360,36
서울 동작구 상도역,390, 34 개, 34 개,1 대,5천 만원,270,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,34,270,30
서울 동작구 00동,140,  개,  개,00 대,9000 만원,500,0,35000,-선택사항- ,-선택사항-     ,9000,35000,0,500,0
서울 종로구 00동,490, 50 개,  개,00 대, 만원,650,30,3억3천,-선택사항- ,-선택사항-     ,0,33000,50,650,30
서울 강동구 길동,240.3, 28 개, 17 개,X 대,3천 만원,264, 없음 ,1억7천,-선택사항- ,-선택사항-     ,3000,17000,28,264,0
서울 송파구 방이동,531.96, 43 개, 43 개,00 대,8000 만원,930,0,5억,-선택사항- ,-선택사항-     ,8000,50000,43,930,0
서울 노원구 00동,397.11, 67 개, 3 개,3 대,7000 만원,450, 없음 ,12000,-선택사항- ,-선택사항-     ,7000,12000,67,450,0
서울 강동구 명일동,399.58, 31 개, 31 개,00 대,1억 만원,830,0,2억,-선택사항- ,-선택사항-     ,10000,20000,31,830,0
서울 동작구 00동,381.76, 54 개, 29 개,없음 대,9000 만원,515, 없음 ,36000,-선택사항- ,-선택사항-     ,9000,36000,54,515,0
서울 동대문구 00동,340, 38 개, 38 개,00 대,5000 만원,500,0,3억2천만,1호선 회기역,-선택사항-     ,5000,32000,38,500,0
서울 영등포구 00동,268.8, 31 개, 24 개,없음 대,4000 만원,280,35,22000,-선택사항- ,-선택사항-     ,4000,22000,31,280,35
서울 관악구 00동,308.1, 상담 개,  개,00 대,6000 만원,430,0,22000,-선택사항- ,-선택사항-     ,6000,22000,0,430,0
서울 송파구 00동,180, 25 개, 2 개,없음 대,3000 만원,204, 없음 ,6000,-선택사항- ,-선택사항-     ,3000,6000,25,204,0
서울 서초구 00동,331.38, 35 개, 35 개,없음 대,6000 만원,630, 없음 ,38000,-선택사항- ,-선택사항-     ,6000,38000,35,630,0
서울 광진구 중곡동,247.84, 41 개, 4 개,00 대,4000 만원,250,0,2억4천,-선택사항- ,-선택사항-     ,4000,24000,41,250,0
서울 강동구 성내동,422.18, 54 개, 17 개,4 대,8000 만원,500,0,1억9천,-선택사항- ,-선택사항-     ,8000,19000,54,500,0
서울 서대문구 00동,120, 42 개,  개,00 대,5000 만원,450,0,28000,-선택사항- ,-선택사항-     ,5000,28000,42,450,0
서울 강남구 00동,100, 33 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0
서울 동작구 00동,330, 32 개, 32 개,00 대,4천 만원,290,0,2억8천,-선택사항- ,-선택사항-     ,4000,28000,32,290,0
서울 구로구 00동,350, 36 개, 36 개,00 대,4천 만원,390,30,3억9천,-선택사항- ,-선택사항-     ,4000,39000,36,390,30
서울 구로구 00동,320, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30
서울 영등포구 00동,315, 40 개, 20 개,00 대,5천 만원,370,30,1억5천,-선택사항- ,-선택사항-     ,5000,15000,40,370,30
서울 강서구 00동,160ㅇ평 , 50 개, 50 개,노 대,2억 만원,1000, 노 ,2억,5호선 개화산역,-선택사항-     ,20000,20000,50,1000,0
서울 동대문구 00동,추천 ,  개,  개,00 대,7000 만원,410,0,2억8000,-선택사항- ,-선택사항-     ,7000,28000,0,410,0
서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,19500,-선택사항- ,-선택사항-     ,4000,19500,36,450,0
서울 성동구 한양대,430, 40 개, 40 개,1 대,4천 만원,470,66,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,470,66
서울 구로구 구로동,440, 42 개, 42 개,1 대,5천 만원,520,30,합3억2천,-선택사항- ,-선택사항-     ,5000,32000,42,520,30
서울 구로구 구로동,240, 20 개, 20 개,1 대,2천 만원,160,20,합7천,-선택사항- ,-선택사항-     ,2000,7000,20,160,20
서울 동작구 노량진동,440, 36 개, 36 개,1 대,1.5억 만원,470,30,권리금1.8억,-선택사항- ,-선택사항-     ,0,18000,36,470,30
서울 강북구 수유동,413.9, 63 개,  개,00 대,1억 만원,440,0,1억5천만,4호선 수유역,-선택사항-     ,10000,15000,63,440,0
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20
